Date,Stage,Match_id,Round,Player,Team,Pick,Win,Enemy,Role Pick,Ban,Role Ban,Spell,Emblem,Talent 1,Talent 2,Talent 3,MVP,Time,K,D,A,Gold,Level,Lord,Turtle,Tower,"Buff
 Biru","Buff 
Merah"
8/7/2024,GroupStage,mdl_gr1d3_m1,2,Toyy,RRQ Sena,Bane,Lose,Team Liquid Academy ID,Fighter/Mage,Julian,Fighter/Mage,Flicker,Assassin,Thrill,Bargain Hunter,Impure Rage,0,19:39,3,4,6,13887,15,3,2,8,13,10
8/7/2024,GroupStage,mdl_gr1d3_m2,1,creampuff,Xalvador Ozon,Edith,Win,Falcons Vega,Tank/Marksman,Zhuxin,Mage,Flicker,Tank,Swift,Tenacity,Quantum Charge,0,12:37,2,2,7,7351,13,1,2,7,7,7
8/7/2024,GroupStage,mdl_gr1d3_m2,1,Invizoo,Xalvador Ozon,Roger,Win,Falcons Vega,Fighter/Marksman,Ruby,Fighter/Tank,Retribution,Assassin,Swift,Seasoned Hunter,War Cry,0,12:37,5,2,4,9827,15,1,2,7,7,7
8/7/2024,GroupStage,mdl_gr1d3_m2,1,AD1K,Xalvador Ozon,Angela,Win,Falcons Vega,Support,Terizla,Fighter,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,0,12:37,2,0,9,7215,12,1,2,7,7,7
8/7/2024,GroupStage,mdl_gr1d3_m2,1,V1NSMOKE,Xalvador Ozon,Khufra,Win,Falcons Vega,Tank,Mathilda,Support/Assassin,Flicker,Tank,Agility,Wilderness Blessing.,Concussive Blast,0,12:37,0,2,8,5736,12,1,2,7,7,7
8/7/2024,GroupStage,mdl_gr1d3_m2,1,KurooKy,Xalvador Ozon,Claude,Win,Falcons Vega,Marksman,Grock,Tank/Fighter,Purify,Common,Swift,Tenacity,Quantum Charge,1,12:37,3,0,5,10559,15,1,2,7,7,7
8/7/2024,GroupStage,mdl_gr1d3_m2,1,Violet,Falcons Vega,Arlott,Lose,Xalvador Ozon,Fighter/Assassin,Chip,Support/Tank,Flicker,Common,Thrill,Tenacity,Brave Smite,0,12:37,1,4,3,5662,11,0,1,1,6,4
8/7/2024,GroupStage,mdl_gr1d3_m2,1,Caramel,Falcons Vega,Julian,Lose,Xalvador Ozon,Fighter/Mage,Zhask,Mage,Retribution,Mage,Swift,Seasoned Hunter,Impure Rage,0,12:37,4,2,2,8163,14,0,1,1,6,4
8/7/2024,GroupStage,mdl_gr1d3_m2,1,Agatha,Falcons Vega,Valentina,Lose,Xalvador Ozon,Mage,Hylos,Tank,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,0,12:37,1,1,4,5940,12,0,1,1,6,4
8/7/2024,GroupStage,mdl_gr1d3_m2,1,Thall,Falcons Vega,Minotaur,Lose,Xalvador Ozon,Tank/Support,Ling,Assassin,Flicker,Tank,Agility,Tenacity,Concussive Blast,0,12:37,0,4,4,5383,11,0,1,1,6,4
8/7/2024,GroupStage,mdl_gr1d3_m2,1,Chincaaw,Falcons Vega,Moskov,Lose,Xalvador Ozon,Marksman,Yu Zhong,Fighter,Purify,Common,Swift,Tenacity,Quantum Charge,0,12:37,0,1,2,8356,12,0,1,1,6,4
8/7/2024,GroupStage,mdl_gr1d3_m2,2,Violet,Falcons Vega,Hylos,Lose,Xalvador Ozon,Tank,Julian,Fighter/Mage,Revitalize,Tank,Vitality,Tenacity,Concussive Blast,0,12:37,0,3,2,7177,12,0,0,2,3,7
8/7/2024,GroupStage,mdl_gr1d3_m2,2,Caramel,Falcons Vega,Bane,Lose,Xalvador Ozon,Fighter/Mage,Ruby,Fighter/Tank,Retribution,Assassin,Thrill,Seasoned Hunter,Quantum Charge,0,12:37,1,2,3,10861,15,0,0,2,3,7
8/7/2024,GroupStage,mdl_gr1d3_m2,2,Agatha,Falcons Vega,Vexana,Lose,Xalvador Ozon,Mage,Zhuxin,Mage,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,0,12:37,2,1,3,8641,14,0,0,2,3,7
8/7/2024,GroupStage,mdl_gr1d3_m2,2,Thall,Falcons Vega,Diggie,Lose,Xalvador Ozon,Support,Luo Yi,Mage,Revitalize,Support,Inspire,Pull Yourself Together,Impure Rage,0,12:37,0,4,3,7128,13,0,0,2,3,7
8/7/2024,GroupStage,mdl_gr1d3_m2,2,Chincaaw,Falcons Vega,Ixia,Lose,Xalvador Ozon,Marksman,Harith,Mage,Flicker,Assassin,Thrill,Weapons Master,Quantum Charge,0,12:37,2,4,2,9921,15,0,0,2,3,7
8/7/2024,GroupStage,mdl_gr1d3_m2,2,creampuff,Xalvador Ozon,Terizla,Win,Falcons Vega,Fighter,Edith,Tank/Marksman,Flicker,Fighter,Thrill,Festival of Blood,Brave Smite,0,12:37,4,0,7,11945,15,2,3,9,13,8
8/7/2024,GroupStage,mdl_gr1d3_m2,2,Invizoo,Xalvador Ozon,Hayabusa,Win,Falcons Vega,Assassin,Chip,Support/Tank,Retribution,Assassin,Rupture,Seasoned Hunter,War Cry,1,12:37,5,2,6,13284,15,2,3,9,13,8
8/7/2024,GroupStage,mdl_gr1d3_m2,2,AD1K,Xalvador Ozon,Aurora,Win,Falcons Vega,Mage,Zhask,Mage,Flicker,Mage,Thrill,Wilderness Blessing.,Lethal Ignition,0,12:37,0,1,10,8377,14,2,3,9,13,8
8/7/2024,GroupStage,mdl_gr1d3_m2,2,V1NSMOKE,Xalvador Ozon,Mathilda,Win,Falcons Vega,Support/Assassin,Yu Zhong,Fighter,Flicker,Common,Agility,Wilderness Blessing.,Quantum Charge,0,12:37,1,1,12,8563,15,2,3,9,13,8
8/7/2024,GroupStage,mdl_gr1d3_m2,2,KurooKy,Xalvador Ozon,Lapu-Lapu,Win,Falcons Vega,Fighter,X.Borg,Fighter,Flicker,Fighter,Thrill,Festival of Blood,War Cry,0,12:37,4,1,4,12125,15,2,3,9,13,8
8/7/2024,GroupStage,mdl_gr1d3_m3,1,Saykots,EVOS Icon,Thamuz,Win,Geek Fam ID Jr,Fighter,Ruby,Fighter/Tank,Vengeance,Fighter,Firmness,Tenacity,Quantum Charge,0,15:23,3,0,7,9594,15,2,2,9,9,9
8/7/2024,GroupStage,mdl_gr1d3_m3,1,Nazara,EVOS Icon,Hayabusa,Win,Geek Fam ID Jr,Assassin,Arlott,Fighter/Assassin,Retribution,Assassin,Swift,Seasoned Hunter,War Cry,1,15:23,7,2,3,12920,15,2,2,9,9,9
8/7/2024,GroupStage,mdl_gr1d3_m3,1,Depezett,EVOS Icon,Zhask,Win,Geek Fam ID Jr,Mage,Zhuxin,Mage,Flicker,Mage,Rupture,Bargain Hunter,Impure Rage,0,15:23,4,0,10,9479,15,2,2,9,9,9
8/7/2024,GroupStage,mdl_gr1d3_m3,1,Alevaa,EVOS Icon,Tigreal,Win,Geek Fam ID Jr,Tank,Valentina,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,0,15:23,1,3,10,8080,14,2,2,9,9,9
8/7/2024,GroupStage,mdl_gr1d3_m3,1,Inaya,EVOS Icon,Roger,Win,Geek Fam ID Jr,Fighter/Marksman,Faramis,Support/Mage,Purify,Assassin,Thrill,Master Assassin,Quantum Charge,0,15:23,1,0,7,11502,15,2,2,9,9,9
8/7/2024,GroupStage,mdl_gr1d3_m3,1,Guinskie,Geek Fam ID Jr,Terizla,Lose,EVOS Icon,Fighter,Fanny,Assassin,Flicker,Tank,Rupture,Festival of Blood,Brave Smite,0,15:23,0,7,3,6332,12,0,1,3,7,6
8/7/2024,GroupStage,mdl_gr1d3_m3,1,Ozi N1,Geek Fam ID Jr,Joy,Lose,EVOS Icon,Assassin,Ling,Assassin,Retribution,Mage,Thrill,Seasoned Hunter,Impure Rage,0,15:23,2,4,1,9334,15,0,1,3,7,6
8/7/2024,GroupStage,mdl_gr1d3_m3,1,xMagic,Geek Fam ID Jr,Aurora,Lose,EVOS Icon,Mage,Chip,Support/Tank,Purify,Mage,Rupture,Wilderness Blessing.,Impure Rage,0,15:23,1,0,3,9321,15,0,1,3,7,6
8/7/2024,GroupStage,mdl_gr1d3_m3,1,Mupinqt,Geek Fam ID Jr,Edith,Lose,EVOS Icon,Tank/Marksman,Minotaur,Tank/Support,Flicker,Tank,Firmness,Wilderness Blessing.,Quantum Charge,0,15:23,2,4,2,6317,12,0,1,3,7,6
8/7/2024,GroupStage,mdl_gr1d3_m3,1,Zeltron,Geek Fam ID Jr,Moskov,Lose,EVOS Icon,Marksman,Khufra,Tank,Purify,Common,Vitality,Tenacity,Quantum Charge,0,15:23,0,1,1,10824,15,0,1,3,7,6
8/7/2024,GroupStage,mdl_gr1d3_m3,2,Guinskie,Geek Fam ID Jr,Thamuz,Lose,EVOS Icon,Fighter,Fanny,Assassin,Vengeance,Fighter,Swift,Festival of Blood,Brave Smite,0,14:34,1,3,3,6696,13,0,1,2,7,5
8/7/2024,GroupStage,mdl_gr1d3_m3,2,Ozi N1,Geek Fam ID Jr,Julian,Lose,EVOS Icon,Fighter/Mage,Terizla,Fighter,Retribution,Mage,Swift,Seasoned Hunter,Quantum Charge,0,14:34,1,0,2,8759,15,0,1,2,7,5
8/7/2024,GroupStage,mdl_gr1d3_m3,2,xMagic,Geek Fam ID Jr,Novaria,Lose,EVOS Icon,Mage,Zhuxin,Mage,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,0,14:34,0,0,3,8392,14,0,1,2,7,5
8/7/2024,GroupStage,mdl_gr1d3_m3,2,Mupinqt,Geek Fam ID Jr,Minotaur,Lose,EVOS Icon,Tank/Support,Alpha,Fighter,Flicker,Tank,Firmness,Tenacity,Concussive Blast,0,14:34,0,4,4,6038,12,0,1,2,7,5
8/7/2024,GroupStage,mdl_gr1d3_m3,2,Zeltron,Geek Fam ID Jr,Roger,Lose,EVOS Icon,Fighter/Marksman,Chou,Fighter,Purify,Common,Vitality,Tenacity,Quantum Charge,0,14:34,3,2,1,8689,14,0,1,2,7,5
8/7/2024,GroupStage,mdl_gr1d3_m3,2,Saykots,EVOS Icon,Arlott,Win,Geek Fam ID Jr,Fighter/Assassin,Ling,Assassin,Flameshot,Common,Thrill,Tenacity,Brave Smite,1,14:34,3,1,6,8955,14,2,2,8,9,11
8/7/2024,GroupStage,mdl_gr1d3_m3,2,Nazara,EVOS Icon,Nolan,Win,Geek Fam ID Jr,Assassin,Chip,Support/Tank,Retribution,Assassin,Rupture,Seasoned Hunter,Lethal Ignition,0,14:34,2,1,3,11647,15,2,2,8,9,11
8/7/2024,GroupStage,mdl_gr1d3_m3,2,Depezett,EVOS Icon,Valentina,Win,Geek Fam ID Jr,Mage,Zhask,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,0,14:34,1,1,7,8225,14,2,2,8,9,11
8/7/2024,GroupStage,mdl_gr1d3_m3,2,Alevaa,EVOS Icon,Guinevere,Win,Geek Fam ID Jr,Fighter,Hylos,Tank,Flicker,Tank,Firmness,Wilderness Blessing.,Quantum Charge,0,14:34,0,2,9,7308,13,2,2,8,9,11
8/7/2024,GroupStage,mdl_gr1d3_m3,2,Inaya,EVOS Icon,Claude,Win,Geek Fam ID Jr,Marksman,Faramis,Support/Mage,Purify,Common,Firmness,Tenacity,Quantum Charge,0,14:34,3,0,5,11696,15,2,2,8,9,11
8/8/2024,GroupStage,mdl_gr1d4_m1,1,JuparrTzy,Raja Phoenix,Cici,Lose,Dewa United Morpheus,Fighter,Terizla,Fighter,Vengeance,Fighter,Rupture,Festival of Blood,Brave Smite,0,15:03,1,3,3,6717,13,0,1,2,7,7
8/8/2024,GroupStage,mdl_gr1d4_m1,1,Exortt,Raja Phoenix,Julian,Lose,Dewa United Morpheus,Fighter/Mage,Zhuxin,Mage,Retribution,Mage,Swift,Seasoned Hunter,Quantum Charge,0,15:03,2,2,1,9745,15,0,1,2,7,7
8/8/2024,GroupStage,mdl_gr1d4_m1,1,Dhit,Raja Phoenix,Angela,Lose,Dewa United Morpheus,Support,Ling,Assassin,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,0,15:03,0,0,4,6482,13,0,1,2,7,7
8/8/2024,GroupStage,mdl_gr1d4_m1,1,Vittong,Raja Phoenix,Hylos,Lose,Dewa United Morpheus,Tank,Alpha,Fighter,Revitalize,Tank,Vitality,Tenacity,Concussive Blast,0,15:03,0,3,2,5978,12,0,1,2,7,7
8/8/2024,GroupStage,mdl_gr1d4_m1,1,Restless,Raja Phoenix,Moskov,Lose,Dewa United Morpheus,Marksman,Mathilda,Support/Assassin,Purify,Common,Thrill,Tenacity,Quantum Charge,0,15:03,1,1,1,10262,15,0,1,2,7,7
8/8/2024,GroupStage,mdl_gr1d4_m1,1,Markk,Dewa United Morpheus,Edith,Win,Raja Phoenix,Tank/Marksman,Chip,Support/Tank,Flicker,Tank,Swift,Tenacity,Brave Smite,0,15:03,2,1,5,7479,13,2,2,8,9,8
8/8/2024,GroupStage,mdl_gr1d4_m1,1,Manta,Dewa United Morpheus,Nolan,Win,Raja Phoenix,Assassin,Zhask,Mage,Retribution,Assassin,Rupture,Seasoned Hunter,Lethal Ignition,0,15:03,1,0,2,11664,15,2,2,8,9,8
8/8/2024,GroupStage,mdl_gr1d4_m1,1,Dahlan,Dewa United Morpheus,Vexana,Win,Raja Phoenix,Mage,Hayabusa,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,0,15:03,1,0,6,8968,14,2,2,8,9,8
8/8/2024,GroupStage,mdl_gr1d4_m1,1,panpan,Dewa United Morpheus,Ruby,Win,Raja Phoenix,Fighter/Tank,Aurora,Mage,Flicker,Tank,Firmness,Tenacity,Concussive Blast,0,15:03,0,2,9,7592,14,2,2,8,9,8
8/8/2024,GroupStage,mdl_gr1d4_m1,1,Maybe,Dewa United Morpheus,Harith,Win,Raja Phoenix,Mage,Valentina,Mage,Purify,Mage,Inspire,Tenacity,Impure Rage,1,15:03,5,1,3,11039,15,2,2,8,9,8
8/8/2024,GroupStage,mdl_gr1d4_m1,2,Markk,Dewa United Morpheus,Terizla,Win,Raja Phoenix,Fighter,Ruby,Fighter/Tank,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,0,14:41,1,3,6,8019,14,2,2,9,9,8
8/8/2024,GroupStage,mdl_gr1d4_m1,2,Manta,Dewa United Morpheus,Thamuz,Win,Raja Phoenix,Fighter,Hayabusa,Assassin,Retribution,Fighter,Swift,Seasoned Hunter,Lethal Ignition,1,14:41,6,1,3,11756,15,2,2,9,9,8
8/8/2024,GroupStage,mdl_gr1d4_m1,2,Dahlan,Dewa United Morpheus,Zhask,Win,Raja Phoenix,Mage,Arlott,Fighter/Assassin,Flicker,Mage,Rupture,Weapons Master,Impure Rage,0,14:41,4,0,5,9788,14,2,2,9,9,8
8/8/2024,GroupStage,mdl_gr1d4_m1,2,panpan,Dewa United Morpheus,Tigreal,Win,Raja Phoenix,Tank,Harith,Mage,Flicker,Tank,Vitality,Tenacity,Concussive Blast,0,14:41,0,2,6,7058,13,2,2,9,9,8
8/8/2024,GroupStage,mdl_gr1d4_m1,2,Maybe,Dewa United Morpheus,Moskov,Win,Raja Phoenix,Marksman,Nolan,Assassin,Purify,Common,Swift,Tenacity,Quantum Charge,0,14:41,1,0,3,11966,15,2,2,9,9,8
8/8/2024,GroupStage,mdl_gr1d4_m1,2,JuparrTzy,Raja Phoenix,Yu Zhong,Lose,Dewa United Morpheus,Fighter,Chip,Support/Tank,Petrify,Fighter,Thrill,Festival of Blood,Quantum Charge,0,14:41,2,3,2,6368,12,0,1,1,5,6
8/8/2024,GroupStage,mdl_gr1d4_m1,2,Exortt,Raja Phoenix,Alpha,Lose,Dewa United Morpheus,Fighter,Ling,Assassin,Retribution,Fighter,Thrill,Seasoned Hunter,Quantum Charge,0,14:41,1,4,5,7695,15,0,1,1,5,6
8/8/2024,GroupStage,mdl_gr1d4_m1,2,Dhit,Raja Phoenix,Vexana,Lose,Dewa United Morpheus,Mage,Zhuxin,Mage,Purify,Mage,Rupture,Wilderness Blessing.,Impure Rage,0,14:41,1,1,4,7717,13,0,1,1,5,6
8/8/2024,GroupStage,mdl_gr1d4_m1,2,Vittong,Raja Phoenix,Minotaur,Lose,Dewa United Morpheus,Tank/Support,Hylos,Tank,Flicker,Tank,Firmness,Tenacity,Concussive Blast,0,14:41,1,4,2,5562,11,0,1,1,5,6
8/8/2024,GroupStage,mdl_gr1d4_m1,2,Restless,Raja Phoenix,Roger,Lose,Dewa United Morpheus,Fighter/Marksman,Julian,Fighter/Mage,Purify,Assassin,Thrill,Master Assassin,Quantum Charge,0,14:41,1,0,0,9545,14,0,1,1,5,6
8/8/2024,GroupStage,mdl_gr1d4_m2,1,Fumi,Team Vitality,Terizla,Lose,Alter Ego X,Fighter,Fanny,Assassin,Flicker,Fighter,Thrill,Tenacity,Brave Smite,0,15:42,1,3,2,8524,14,0,0,5,6,8
8/8/2024,GroupStage,mdl_gr1d4_m2,1,Vival,Team Vitality,Roger,Lose,Alter Ego X,Fighter/Marksman,Hayabusa,Assassin,Retribution,Assassin,Thrill,Seasoned Hunter,Quantum Charge,0,15:42,3,2,2,10557,15,0,0,5,6,8
8/8/2024,GroupStage,mdl_gr1d4_m2,1,Cinny,Team Vitality,Novaria,Lose,Alter Ego X,Mage,Ruby,Fighter/Tank,Sprint,Mage,Rupture,Bargain Hunter,Impure Rage,0,15:42,1,3,3,8404,13,0,0,5,6,8
8/8/2024,GroupStage,mdl_gr1d4_m2,1,Vivian,Team Vitality,Mathilda,Lose,Alter Ego X,Support/Assassin,Moskov,Marksman,Purify,Support,Agility,Wilderness Blessing.,Quantum Charge,0,15:42,0,2,5,7191,13,0,0,5,6,8
8/8/2024,GroupStage,mdl_gr1d4_m2,1,Chell,Team Vitality,Claude,Lose,Alter Ego X,Marksman,Chou,Fighter,Revitalize,Common,Thrill,Tenacity,Quantum Charge,0,15:42,1,2,4,11304,15,0,0,5,6,8
8/8/2024,GroupStage,mdl_gr1d4_m2,1,Fawndeer,Alter Ego X,Arlott,Win,Team Vitality,Fighter/Assassin,Chip,Support/Tank,Flicker,Common,Thrill,Tenacity,Brave Smite,0,15:42,1,0,7,8544,14,2,3,9,9,8
8/8/2024,GroupStage,mdl_gr1d4_m2,1,Tazz,Alter Ego X,Julian,Win,Team Vitality,Fighter/Mage,Ling,Assassin,Retribution,Mage,Swift,Seasoned Hunter,Quantum Charge,0,15:42,4,2,3,12390,5,2,3,9,9,8
8/8/2024,GroupStage,mdl_gr1d4_m2,1,Celiboy,Alter Ego X,Valentina,Win,Team Vitality,Mage,Zhuxin,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,0,15:42,3,1,4,9736,15,2,3,9,9,8
8/8/2024,GroupStage,mdl_gr1d4_m2,1,Magma,Alter Ego X,Edith,Win,Team Vitality,Tank/Marksman,Hylos,Tank,Flicker,Tank,Firmness,Wilderness Blessing.,Quantum Charge,0,15:42,0,1,8,7629,14,2,3,9,9,8
8/8/2024,GroupStage,mdl_gr1d4_m2,1,Arfy,Alter Ego X,Masha,Win,Team Vitality,Fighter/Tank,Minotaur,Tank/Support,Flicker,Assassin,Thrill,Bargain Hunter,Lethal Ignition,1,15:42,4,2,5,10638,15,2,3,9,9,8
8/8/2024,GroupStage,mdl_gr1d4_m2,2,Fumi,Team Vitality,Yu Zhong,Win,Alter Ego X,Fighter,Fanny,Assassin,Petrify,Fighter,Thrill,Festival of Blood,Impure Rage,0,14:20,3,1,5,7972,14,2,2,7,9,9
8/8/2024,GroupStage,mdl_gr1d4_m2,2,Vival,Team Vitality,Ling,Win,Alter Ego X,Assassin,Hayabusa,Assassin,Retribution,Assassin,Fatal,Seasoned Hunter,War Cry,0,14:20,3,1,5,11947,15,2,2,7,9,9
8/8/2024,GroupStage,mdl_gr1d4_m2,2,Cinny,Team Vitality,Kagura,Win,Alter Ego X,Mage,Roger,Fighter/Marksman,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,1,14:20,5,1,8,9294,14,2,2,7,9,9
8/8/2024,GroupStage,mdl_gr1d4_m2,2,Vivian,Team Vitality,Hylos,Win,Alter Ego X,Tank,Ruby,Fighter/Tank,Vengeance,Tank,Firmness,Tenacity,Concussive Blast,0,14:20,2,0,8,7374,14,2,2,7,9,9
8/8/2024,GroupStage,mdl_gr1d4_m2,2,Chell,Team Vitality,Moskov,Win,Alter Ego X,Marksman,Harith,Mage,Purify,Common,Swift,Master Assassin,Quantum Charge,0,14:20,2,0,5,10755,15,2,2,7,9,9
8/8/2024,GroupStage,mdl_gr1d4_m2,2,Fawndeer,Alter Ego X,Grock,Lose,Team Vitality,Tank/Fighter,Chip,Support/Tank,Flicker,Assassin,Thrill,Master Assassin,Quantum Charge,0,14:20,0,4,1,6413,12,0,1,1,6,5
8/8/2024,GroupStage,mdl_gr1d4_m2,2,Tazz,Alter Ego X,Bane,Lose,Team Vitality,Fighter/Mage,Zhuxin,Mage,Retribution,Assassin,Thrill,Seasoned Hunter,Quantum Charge,0,14:20,1,3,2,9048,15,0,1,1,6,5
8/8/2024,GroupStage,mdl_gr1d4_m2,2,Celiboy,Alter Ego X,Vexana,Lose,Team Vitality,Mage,Angela,Support,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,0,14:20,0,4,2,6258,12,0,1,1,6,5
8/8/2024,GroupStage,mdl_gr1d4_m2,2,Magma,Alter Ego X,Franco,Lose,Team Vitality,Tank,Valentina,Mage,Flicker,Support,Agility,Wilderness Blessing.,Focusing Mark,0,14:20,1,2,2,5849,12,0,1,1,6,5
8/8/2024,GroupStage,mdl_gr1d4_m2,2,Arfy,Alter Ego X,Natan,Lose,Team Vitality,Marksman,Aurora,Mage,Flicker,Mage,Thrill,Tenacity,Quantum Charge,0,14:20,1,2,0,8988,14,0,1,1,6,5
8/8/2024,GroupStage,mdl_gr1d4_m2,3,Fawndeer,Alter Ego X,Terizla,Win,Team Vitality,Fighter,Julian,Fighter/Mage,Flicker,Fighter,Thrill,Festival of Blood,Brave Smite,0,11:27,3,0,3,8443,14,1,3,9,6,5
8/8/2024,GroupStage,mdl_gr1d4_m2,3,Tazz,Alter Ego X,Baxia,Win,Team Vitality,Tank,Edith,Tank/Marksman,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,0,11:27,1,0,3,7434,14,1,3,9,6,5
8/8/2024,GroupStage,mdl_gr1d4_m2,3,Celiboy,Alter Ego X,Faramis,Win,Team Vitality,Support/Mage,Zhuxin,Mage,Purify,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,0,11:27,2,1,6,6991,12,1,3,9,6,5
8/8/2024,GroupStage,mdl_gr1d4_m2,3,Magma,Alter Ego X,Mathilda,Win,Team Vitality,Support/Assassin,Harith,Mage,Purify,Support,Agility,Wilderness Blessing.,Focusing Mark,0,11:27,1,0,8,6095,12,1,3,9,6,5
8/8/2024,GroupStage,mdl_gr1d4_m2,3,Arfy,Alter Ego X,Moskov,Win,Team Vitality,Marksman,Brody,Marksman,Purify,Common,Swift,Master Assassin,Quantum Charge,1,11:27,3,0,5,10040,14,1,3,9,6,5
8/8/2024,GroupStage,mdl_gr1d4_m2,3,Fumi,Team Vitality,Ruby,Lose,Alter Ego X,Fighter/Tank,Chip,Support/Tank,Flicker,Fighter,Firmness,Festival of Blood,Brave Smite,0,11:27,0,0,0,5725,11,0,0,1,4,4
8/8/2024,GroupStage,mdl_gr1d4_m2,3,Vival,Team Vitality,Alpha,Lose,Alter Ego X,Fighter,Fanny,Assassin,Retribution,Fighter,Thrill,Seasoned Hunter,Quantum Charge,0,11:27,0,3,1,6418,12,0,0,1,4,4
8/8/2024,GroupStage,mdl_gr1d4_m2,3,Cinny,Team Vitality,Aurora,Lose,Alter Ego X,Mage,Ling,Assassin,Flicker,Mage,Inspire,Weapons Master,Impure Rage,0,11:27,1,3,0,4636,10,0,0,1,4,4
8/8/2024,GroupStage,mdl_gr1d4_m2,3,Vivian,Team Vitality,Minotaur,Lose,Alter Ego X,Tank/Support,Hayabusa,Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,0,11:27,0,2,1,3934,9,0,0,1,4,4
8/8/2024,GroupStage,mdl_gr1d4_m2,3,Chell,Team Vitality,Melissa,Lose,Alter Ego X,Marksman,Lancelot,Assassin,Inspire,Marskman,Swift,Weapons Master,Quantum Charge,0,11:27,0,2,0,6414,11,0,0,1,4,4
8/8/2024,GroupStage,mdl_gr1d4_m3,1,JayySkie,Pendekar Esports,Terizla,Lose,ONIC Prodigy,Fighter,Fanny,Assassin,Flicker,Tank,Agility,Wilderness Blessing.,Brave Smite,0,15:07,0,6,6,6882,12,0,0,2,6,6
8/8/2024,GroupStage,mdl_gr1d4_m3,1,Vlosee,Pendekar Esports,Alpha,Lose,ONIC Prodigy,Fighter,Arlott,Fighter/Assassin,Retribution,Fighter,Thrill,Seasoned Hunter,Quantum Charge,0,15:07,1,3,2,8291,15,0,0,2,6,6
8/8/2024,GroupStage,mdl_gr1d4_m3,1,Speechless,Pendekar Esports,Zhask,Lose,ONIC Prodigy,Mage,Roger,Fighter/Marksman,Purify,Mage,Rupture,Tenacity,Impure Rage,0,15:07,4,0,4,8818,14,0,0,2,6,6
8/8/2024,GroupStage,mdl_gr1d4_m3,1,Druu,Pendekar Esports,Chou,Lose,ONIC Prodigy,Fighter,Aurora,Mage,Flicker,Tank,Agility,Wilderness Blessing.,Concussive Blast,0,15:07,0,3,5,6523,12,0,0,2,6,6
8/8/2024,GroupStage,mdl_gr1d4_m3,1,Bottle,Pendekar Esports,Claude,Lose,ONIC Prodigy,Marksman,Minotaur,Tank/Support,Purify,Common,Swift,Master Assassin,Quantum Charge,0,15:07,4,1,1,11354,15,0,0,2,6,6
8/8/2024,GroupStage,mdl_gr1d4_m3,1,Rezzz,ONIC Prodigy,Edith,Win,Pendekar Esports,Tank/Marksman,Chip,Support/Tank,Flicker,Tank,Swift,Tenacity,Quantum Charge,0,15:07,3,3,7,8041,14,2,3,9,10,7
8/8/2024,GroupStage,mdl_gr1d4_m3,1,Bouy,ONIC Prodigy,Julian,Win,Pendekar Esports,Fighter/Mage,Ling,Assassin,Retribution,Mage,Swift,Seasoned Hunter,Impure Rage,0,15:07,5,2,2,13303,15,2,3,9,10,7
8/8/2024,GroupStage,mdl_gr1d4_m3,1,Killua,ONIC Prodigy,Valentina,Win,Pendekar Esports,Mage,Zhuxin,Mage,Purify,Mage,Rupture,Wilderness Blessing.,Quantum Charge,0,15:07,3,1,5,9150,15,2,3,9,10,7
8/8/2024,GroupStage,mdl_gr1d4_m3,1,SamueL,ONIC Prodigy,Hylos,Win,Pendekar Esports,Tank,Hayabusa,Assassin,Revitalize,Tank,Firmness,Tenacity,Concussive Blast,1,15:07,1,2,11,8400,15,2,3,9,10,7
8/8/2024,GroupStage,mdl_gr1d4_m3,1,Savero,ONIC Prodigy,Moskov,Win,Pendekar Esports,Marksman,Nolan,Assassin,Purify,Common,Swift,Tenacity,Quantum Charge,0,15:07,1,1,8,11850,15,2,3,9,10,7
8/8/2024,GroupStage,mdl_gr1d4_m3,2,Rezzz,ONIC Prodigy,Terizla,Win,Pendekar Esports,Fighter,Ruby,Fighter/Tank,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,0,13:57,2,4,8,8382,14,2,2,7,9,9
8/8/2024,GroupStage,mdl_gr1d4_m3,2,Bouy,ONIC Prodigy,Hayabusa,Win,Pendekar Esports,Assassin,Arlott,Fighter/Assassin,Retribution,Assassin,Swift,Seasoned Hunter,War Cry,0,13:57,2,4,2,10170,15,2,2,7,9,9
